index	filename	evidence_id	likelihood	squared_norm	mode	domain	dimensions	device	status	error	sha256	file_size	path
11	n01632777_8531.JPEG	43225988b33e457ab3d41523b28cf487	-1487.704101562500	2240.257265397828	local	general	400	cuda	ok		8b793539ec891d812a3243920eceb154565eb9cf938e599e31c66b7013388e42	24818	/home/bfl-pcf/VA Suite/uploads-dev/43225988-b33e-457a-b3d4-1523b28cf487.JPEG
12	n01632777_8451.JPEG	38859f6eccec4076897adaef501ebfc4	-1370.443847656250	2005.736871748290	local	general	400	cuda	ok		30411adb10dbaec83ac9e38899acd76b91e82c4a44707c53b0850bf2c3ef05c0	27749	/home/bfl-pcf/VA Suite/uploads-dev/38859f6e-ccec-4076-897a-daef501ebfc4.JPEG
13	n01632777_7977.JPEG	0358aa7e581144099dab0dcc589927d2	-1442.018066406250	2148.885362332745	local	general	400	cuda	ok		c5fc470f80aa4d6ecadcc35a34b97a52f3401b0190c0e4bee6b778216f2e402a	12381	/home/bfl-pcf/VA Suite/uploads-dev/0358aa7e-5811-4409-9dab-0dcc589927d2.JPEG
14	n01632777_8358.JPEG	9cd913de969141548a7032be9e7ded89	-1442.674804687500	2150.198735049940	local	general	400	cuda	ok		b63207c70bffac662cd15b23b7c44b5e5ff720161a22d039d4b79fa868294603	23108	/home/bfl-pcf/VA Suite/uploads-dev/9cd913de-9691-4154-8a70-32be9e7ded89.JPEG
15	n01632777_7596.JPEG	e21559433775408db7a649142732e733	-1366.741333007812	1998.331868586189	local	general	400	cuda	ok		01c1de73d0feaa776fc4e4b8ef5da790d36fa0971deca4a980a0272c76178fac	22563	/home/bfl-pcf/VA Suite/uploads-dev/e2155943-3775-408d-b7a6-49142732e733.JPEG
16	n01632777_765.JPEG	6670de991ee346dba4e23531dcf30970	-1423.894531250000	2112.638161920491	local	general	400	cuda	ok		906add3f4e9f505fdd5ecf2aba7d346fd1acaf10d1d361780edd27046a74131e	24252	/home/bfl-pcf/VA Suite/uploads-dev/6670de99-1ee3-46db-a4e2-3531dcf30970.JPEG
17	n01632777_7645.JPEG	024dfb706e7149859c9fdd9a4dee2056	-1432.857666015625	2130.564572912539	local	general	400	cuda	ok		5af3102429c885feacba82f0c0f55d6a88fb17d56496a0e7bdd7f426d1135f02	9380	/home/bfl-pcf/VA Suite/uploads-dev/024dfb70-6e71-4985-9c9f-dd9a4dee2056.JPEG
18	n01632777_7415.JPEG	b949204858354f5f8abeee26ebf9ec08	-1428.447875976562	2121.744769106212	local	general	400	cuda	ok		a8450aac4d5640bb3a2ebcedbb58f8bc1ab7120c070c9f85d8b1000ea9a2cfe5	109593	/home/bfl-pcf/VA Suite/uploads-dev/b9492048-5835-4f5f-8abe-ee26ebf9ec08.JPEG
19	n01632777_7401.JPEG	d87b22cdf3d847c683e41a25c1576b94	-1448.690551757812	2162.230133102275	local	general	400	cuda	ok		125312165606bcf8ff5f3b17c3ed03a714d34467f4c3f4e6d56f28dc1ac09143	130158	/home/bfl-pcf/VA Suite/uploads-dev/d87b22cd-f3d8-47c6-83e4-1a25c1576b94.JPEG
20	n01632777_7386.JPEG	0ef696ba3e96406a87a672cf4d46feed	-1390.447998046875	2045.745266892496	local	general	400	cuda	ok		6086310f9b2b35336a5dc6d39b17ddb31d6e9ddf70b39c4d3f6b5092d6f37da4	46107	/home/bfl-pcf/VA Suite/uploads-dev/0ef696ba-3e96-406a-87a6-72cf4d46feed.JPEG
21	n01632777_6927.JPEG	f055b8f73a9640ee831cb060647818de	-1395.265625000000	2055.380434170365	local	general	400	cuda	ok		280521d43424f6e51201e959d2706cd746478003a1ba7b5406b1f7f2faeea529	126757	/home/bfl-pcf/VA Suite/uploads-dev/f055b8f7-3a96-40ee-831c-b060647818de.JPEG
22	n01632777_6826.JPEG	1e09c762eda44283975189618243ac57	-1325.006225585938	1914.861667110177	local	general	400	cuda	ok		1f325d07807c50ce660cba18f166309355208a9b01ac810fdd13dac993eb252f	64888	/home/bfl-pcf/VA Suite/uploads-dev/1e09c762-eda4-4283-9751-89618243ac57.JPEG
23	n01632777_6724.JPEG	ebb9721c1f8f41369807f5c74792b2bd	-1419.307617187500	2103.464360900456	local	general	400	cuda	ok		4041a2ce0d99c17e7903c71fddd7c806481f7ccf71df8fb819202fc338c2b7a1	34952	/home/bfl-pcf/VA Suite/uploads-dev/ebb9721c-1f8f-4136-9807-f5c74792b2bd.JPEG
24	n01632777_6617.JPEG	6f30313591e944479364a2f2061eaaf1	-1301.804321289062	1868.457875346998	local	general	400	cuda	ok		0ac7f98571f0b3f708da78135d96baed1750b338564e0f440b1334111c1f7b07	43588	/home/bfl-pcf/VA Suite/uploads-dev/6f303135-91e9-4447-9364-a2f2061eaaf1.JPEG
25	n01632777_6196.JPEG	f1a38b707f314b3cade1f54ab845bbf7	-1298.251831054688	1861.352815570557	local	general	400	cuda	ok		d458e691f67a88a342e762ec0634e6c5923c424b3831af6bf8db07dacc5c3a99	21456	/home/bfl-pcf/VA Suite/uploads-dev/f1a38b70-7f31-4b3c-ade1-f54ab845bbf7.JPEG
26	n01632777_6037.JPEG	11658ed1b8e14e6593c1b85ee6baccff	-1883.412841796875	3031.674744228425	local	general	400	cuda	ok		2c8054259681007a759c2f9876b2d783337ec9b4942a062dc3e8d4e6f1ac708f	38125	/home/bfl-pcf/VA Suite/uploads-dev/11658ed1-b8e1-4e65-93c1-b85ee6baccff.JPEG
27	n01632777_5208.JPEG	1468b17823884134a1486fa40cea6e4b	-1384.582031250000	2034.013303223997	local	general	400	cuda	ok		a7d58561e4e77bb92400b0baf6fd659e3f0f14457ec900c1310447df9519aaa0	35599	/home/bfl-pcf/VA Suite/uploads-dev/1468b178-2388-4134-a148-6fa40cea6e4b.JPEG
28	n01632777_5731.JPEG	8cb89eaf00f149fb98cb953c968de632	-1256.020996093750	1776.891157235150	local	general	400	cuda	ok		c04987a8e79676baa8e0fd3719eaaecf42b3277ae1fc2a19741c0cc8683794a5	95254	/home/bfl-pcf/VA Suite/uploads-dev/8cb89eaf-00f1-49fb-98cb-953c968de632.JPEG
29	n01632777_5082.JPEG	281abd4e94a8427098f8e6f572875783	-1396.151977539062	2057.153149154270	local	general	400	cuda	ok		c1150fb059d723c2314b300cb41197bac1048138d70df5e765b016e50659c528	151350	/home/bfl-pcf/VA Suite/uploads-dev/281abd4e-94a8-4270-98f8-e6f572875783.JPEG
30	n01632777_4821.JPEG	dd4ed5d3fa7e4aed977fdb6a1b2a607d	-1280.622680664062	1826.094437852094	local	general	400	cuda	ok		75dfd805317484232c547e7f583b5f356b5828290ff4decb6c796600727b5d80	33637	/home/bfl-pcf/VA Suite/uploads-dev/dd4ed5d3-fa7e-4aed-977f-db6a1b2a607d.JPEG
31	n01632777_4655.JPEG	81e596f9829c45e1a5352f6be1a37dc7	-1348.678588867188	1962.206375604728	local	general	400	cuda	ok		77da7b6c4d39755ea443b50b1f315286f52d525c634e1aa172fa7420dab6cc90	124454	/home/bfl-pcf/VA Suite/uploads-dev/81e596f9-829c-45e1-a535-2f6be1a37dc7.JPEG
32	n01632777_4503.JPEG	96a98776ae1347bda62af038826820e3	-1261.022705078125	1786.894516593835	local	general	400	cuda	ok		fdfd2fdc9107357f3ce6b1ce336433f6544d68858f03cd81d171eb87cdfaa542	80400	/home/bfl-pcf/VA Suite/uploads-dev/96a98776-ae13-47bd-a62a-f038826820e3.JPEG
33	n01632777_3709.JPEG	9c221d5071ad486ea766a62ce676b3eb	-1361.725463867188	1988.300092038480	local	general	400	cuda	ok		96d3b82ab0a5d702ab8759a0ca39749056e7742a875f1b152cc01c98cb7b4a52	54250	/home/bfl-pcf/VA Suite/uploads-dev/9c221d50-71ad-486e-a766-a62ce676b3eb.JPEG
34	n01632777_351.JPEG	40f37f517a7440779abd029f1011aa27	-1352.012695312500	1968.874530245608	local	general	400	cuda	ok		41852dafcc1ff91d198dde5d3f6acb29e9c103551b5db8d98c5d0a78b104d336	93921	/home/bfl-pcf/VA Suite/uploads-dev/40f37f51-7a74-4077-9abd-029f1011aa27.JPEG
35	n01632777_3500.JPEG	1bc0d585c7744295be6e87a2c3e8fec3	-1399.420043945312	2063.689101454933	local	general	400	cuda	ok		117024133cfbceba1f3e8c14011840bd2fd4b9547d8da03dd8347b5c89fbdf56	27180	/home/bfl-pcf/VA Suite/uploads-dev/1bc0d585-c774-4295-be6e-87a2c3e8fec3.JPEG
36	n01632777_3449.JPEG	14ba97f65dc849f48b568c852b136440	-1389.546386718750	2043.941947669024	local	general	400	cuda	ok		9b7c574876645b65ca0fc58df1086ee91c3c3cd54d996dc42a612fd0ca2d055e	59094	/home/bfl-pcf/VA Suite/uploads-dev/14ba97f6-5dc8-49f4-8b56-8c852b136440.JPEG
37	n01632777_321.JPEG	b61c2d21e70943bd87dbca35e178f8dc	-1278.617187500000	1822.083593637581	local	general	400	cuda	ok		0c40719a12ec930d7b94d2eed281e1b3438e362571753fb02da5b83733b407c4	135089	/home/bfl-pcf/VA Suite/uploads-dev/b61c2d21-e709-43bd-87db-ca35e178f8dc.JPEG
38	n01632777_2892.JPEG	f9062c5ce237459ea4ba8fcd3fb45f6d	-1439.962890625000	2144.774869582674	local	general	400	cuda	ok		877c267fc624c9a9aa87699c49e014f65c24ce8d7eb37a364581d6e084014d56	146546	/home/bfl-pcf/VA Suite/uploads-dev/f9062c5c-e237-459e-a4ba-8fcd3fb45f6d.JPEG
39	n01632777_2799.JPEG	df378df51154418e85ecdfd19c0ad61a	-1202.596557617188	1670.042207840830	local	general	400	cuda	ok		15106ec42607a99da9012b37a098be3f192242aa87f5422f1f5183f9bcebce35	40683	/home/bfl-pcf/VA Suite/uploads-dev/df378df5-1154-418e-85ec-dfd19c0ad61a.JPEG
40	n01632777_2635.JPEG	3548ceea90e44ca586774127236e4ce9	-1330.738037109375	1926.325349346735	local	general	400	cuda	ok		5fa2857db01c4cceb870c2de6edabe0ba2e073567530e925abddb8a1b35742ec	51868	/home/bfl-pcf/VA Suite/uploads-dev/3548ceea-90e4-4ca5-8677-4127236e4ce9.JPEG
41	n01632777_26343.JPEG	44085fb59b20450e9a8efbb1d0f48c1a	-1411.246337890625	2087.341730598841	local	general	400	cuda	ok		14744899a506ec96277f0069697205c2f94e9f63413d983226d69dada0338179	92353	/home/bfl-pcf/VA Suite/uploads-dev/44085fb5-9b20-450e-9a8e-fbb1d0f48c1a.JPEG
42	n01632777_26282.JPEG	1f4c4a8f0821444ea12283183f12c3bf	-1363.643676757812	1992.136646508719	local	general	400	cuda	ok		96451a8753f630f80d87b66e488379da23d9c48feb83559392f3ed75f79b115c	43601	/home/bfl-pcf/VA Suite/uploads-dev/1f4c4a8f-0821-444e-a122-83183f12c3bf.JPEG
43	n01632777_25392.JPEG	d506a4b075a141f3a0055c142cca3e4f	-1498.999755859375	2262.848617119380	local	general	400	cuda	ok		72f47f0c710b57aef1cfe30cdc032dfd4281c74f67558b75de73ef106d63c31b	27378	/home/bfl-pcf/VA Suite/uploads-dev/d506a4b0-75a1-41f3-a005-5c142cca3e4f.JPEG
44	n01632777_25219.JPEG	4404d7575c024f4da00521280d333c71	-1240.374511718750	1745.598261199484	local	general	400	cuda	ok		b5fb7e72f8f1752b2dab210739730ed6a7a63ab1218caa5ba169bc89de10c451	199262	/home/bfl-pcf/VA Suite/uploads-dev/4404d757-5c02-4f4d-a005-21280d333c71.JPEG
45	n01632777_25107.JPEG	fef42df2c6bd40708cb0b0c19bf3695b	-1498.238769531250	2261.326762342374	local	general	400	cuda	ok		14e2eb6539cdb3fcb2b2f9c01a0f06e1d513b9a2d0d9e71d6e05931b3a1ce751	40214	/home/bfl-pcf/VA Suite/uploads-dev/fef42df2-c6bd-4070-8cb0-b0c19bf3695b.JPEG
46	n01632777_2488.JPEG	a26a94524acc42298d6ea4fa652684a0	-1350.013427734375	1964.876135481885	local	general	400	cuda	ok		4fc8321a95478d8e2d0db452145ae80dc29d622641445569f3a1f20ce27c53fc	78452	/home/bfl-pcf/VA Suite/uploads-dev/a26a9452-4acc-4229-8d6e-a4fa652684a0.JPEG
47	n01632777_24587.JPEG	54c39a50b6b643339e997b2ba36c53fb	-1424.643310546875	2114.135802006364	local	general	400	cuda	ok		1484adea475480437a5d431bf2b07716b22fb648036ad082abd8dc66d18c55d2	101080	/home/bfl-pcf/VA Suite/uploads-dev/54c39a50-b6b6-4333-9e99-7b2ba36c53fb.JPEG
48	n01632777_24302.JPEG	d1099b7fa0c746479a2934cbada01913	-1275.968383789062	1816.785911161511	local	general	400	cuda	ok		f56037e73329610329608391582f5a8b3070bfe8377f23930c9fd7b34a1886be	45154	/home/bfl-pcf/VA Suite/uploads-dev/d1099b7f-a0c7-4647-9a29-34cbada01913.JPEG
49	n01632777_24607.JPEG	4f546ffb9bbf43f2b5a03ac14263bddb	-1786.918457031250	2838.685914427566	local	general	400	cuda	ok		e474cf930a8ebbfdfbdb3d72abcdcf0ed5a5d9b7c0d869a705b84a2521341711	31928	/home/bfl-pcf/VA Suite/uploads-dev/4f546ffb-9bbf-43f2-b5a0-3ac14263bddb.JPEG
50	n01632777_24115.JPEG	5d6b8f4565f048a79d37823d76177343	-1423.381591796875	2111.612216587309	local	general	400	cuda	ok		80287ee742ce8722c0aa684f13281ae8ce221c68884ed0402ff03a0881d3762b	21383	/home/bfl-pcf/VA Suite/uploads-dev/5d6b8f45-65f0-48a7-9d37-823d76177343.JPEG
51	n01632777_2404.JPEG	1b1bb6a740c84a769d8f833f536b3099	-1242.805786132812	1750.460802370741	local	general	400	cuda	ok		c428889fc16468af8a91c3ea6dba21f54d669e98746e0d8c7e536513d4c4735c	24274	/home/bfl-pcf/VA Suite/uploads-dev/1b1bb6a7-40c8-4a76-9d8f-833f536b3099.JPEG
52	n01632777_2378.JPEG	a1889f2459994d4789483d2f9d8d3779	-1398.206909179688	2061.263013066855	local	general	400	cuda	ok		7a86881c3405b93f362d00b0ca43c6ca384f3fd474dd7eb09c1d0283efe23a03	117778	/home/bfl-pcf/VA Suite/uploads-dev/a1889f24-5999-4d47-8948-3d2f9d8d3779.JPEG
53	n01632777_23688.JPEG	71ca4f1f868a4b2799a069b0d0ff2e72	-1420.853881835938	2106.556960875881	local	general	400	cuda	ok		a533b2c2f4dc158c304d73f777fd22d366e6da1d4438cacf1c0dde2d7155f152	12298	/home/bfl-pcf/VA Suite/uploads-dev/71ca4f1f-868a-4b27-99a0-69b0d0ff2e72.JPEG
54	n01632777_23477.JPEG	8196a6ba34f3417ba00ff4fa0d1f5029	-1394.674316406250	2054.197665542597	local	general	400	cuda	ok		f88417deefe148e87ed0f2e22bf9933043744b6a2111a49b6d15dcfea96f4fb6	126431	/home/bfl-pcf/VA Suite/uploads-dev/8196a6ba-34f3-417b-a00f-f4fa0d1f5029.JPEG
55	n01632777_2317.JPEG	7d752714cc224456b627462d8f3822e9	-1203.170654296875	1671.190393739438	local	general	400	cuda	ok		949f940c73c08f73e5355da3e46fd942e9eba6d23726c9b03523b96bc258234b	14696	/home/bfl-pcf/VA Suite/uploads-dev/7d752714-cc22-4456-b627-462d8f3822e9.JPEG
56	n01632777_23071.JPEG	df310b6488574d299fbe103e53045db6	-1231.305419921875	1727.460115006557	local	general	400	cuda	ok		f5958905081ec9edcd4a2f441ca07535809e3abe4c7f06ef1c505dca9ec36214	43753	/home/bfl-pcf/VA Suite/uploads-dev/df310b64-8857-4d29-9fbe-103e53045db6.JPEG
57	n01632777_2291.JPEG	a1b9abd38a43436499bb9539789a26ef	-1250.453125000000	1765.755456663101	local	general	400	cuda	ok		a5fa7a40f81e46c1111f38f9b5d92bca6d5848a6c143ee0710574152c4730d02	121394	/home/bfl-pcf/VA Suite/uploads-dev/a1b9abd3-8a43-4364-99bb-9539789a26ef.JPEG
58	n01632777_22451.JPEG	f838900d5a864004b4421d90a2589d81	-1145.058105468750	1554.965294152047	local	general	400	cuda	ok		11eddde9e22a07caacd96b64db7ed1b6799bee47ffc6efa5db85aba5c3f31f35	134765	/home/bfl-pcf/VA Suite/uploads-dev/f838900d-5a86-4004-b442-1d90a2589d81.JPEG
59	n01632777_22692.JPEG	63ab1d95a948445085381343e7bc344f	-1406.251342773438	2077.351916931351	local	general	400	cuda	ok		15065a7085721c08329189e6a0615faa76fe706e243372e07278ada793c104f1	126354	/home/bfl-pcf/VA Suite/uploads-dev/63ab1d95-a948-4450-8538-1343e7bc344f.JPEG
60	n01632777_22326.JPEG	002aae439ffe42109bd16c1386c5fd55	-1402.314331054688	2069.477691212218	local	general	400	cuda	ok		0d2b8ffb5ff448df580be35a8494ffa9b9ddefd9a8b3b879b2dcaac6efda477e	32729	/home/bfl-pcf/VA Suite/uploads-dev/002aae43-9ffe-4210-9bd1-6c1386c5fd55.JPEG
61	n01632777_22249.JPEG	11a13ba804b346a092002b12dfd69fa0	-1107.983886718750	1480.816935900599	local	general	400	cuda	ok		aabc764faab9793f72471c7e0c1c6785407d36465ac22984b78028c0bc95a503	84041	/home/bfl-pcf/VA Suite/uploads-dev/11a13ba8-04b3-46a0-9200-2b12dfd69fa0.JPEG
62	n01632777_22264.JPEG	163a67eef3424b09ac9ec2f4ea2c7c46	-1411.985961914062	2088.820964343904	local	general	400	cuda	ok		59a8c7c461b5bc8ef9ab74bc52b85fa7d39c9498ed751d6a6a029c231abbe200	146374	/home/bfl-pcf/VA Suite/uploads-dev/163a67ee-f342-4b09-ac9e-c2f4ea2c7c46.JPEG
63	n01632777_22197.JPEG	3efa332784b7468a9d596b972ed2da1c	-1451.964233398438	2168.777662427223	local	general	400	cuda	ok		e5d5e9a41ef7f223346b20ff2786f0de112ee3f4bf581d5e53a6acb5dcb541c7	23428	/home/bfl-pcf/VA Suite/uploads-dev/3efa3327-84b7-468a-9d59-6b972ed2da1c.JPEG
64	n01632777_22054.JPEG	387e7a7fa808490d91cc64ff0054d124	-1389.505981445312	2043.861236075463	local	general	400	cuda	ok		03f42c25bd2f7eb41369bfee6a4762cf6f68674108697ceead9177f24949a4f0	133260	/home/bfl-pcf/VA Suite/uploads-dev/387e7a7f-a808-490d-91cc-64ff0054d124.JPEG
65	n01632777_21910.JPEG	2e71a30b89c04001a0a2102d5213da03	-1251.887451171875	1768.624013231034	local	general	400	cuda	ok		cdfd53848fb856235ed76332bb7c7c480fbfc450c489afb7d91e72948b798f25	121272	/home/bfl-pcf/VA Suite/uploads-dev/2e71a30b-89c0-4001-a0a2-102d5213da03.JPEG
66	n01632777_21403.JPEG	bb089c7324f6477281e38cdb539f5888	-1306.776489257812	1878.402236288006	local	general	400	cuda	ok		673fca6f41e5fd707317a86281798a011dd239b790d81fcd6e40ee40d9fcdee3	31903	/home/bfl-pcf/VA Suite/uploads-dev/bb089c73-24f6-4772-81e3-8cdb539f5888.JPEG
67	n01632777_21827.JPEG	ad0f9bc41e2e457c9af0a98f5f441a99	-1409.913940429688	2084.677086118609	local	general	400	cuda	ok		f81f2aecb41faba01ccdecb9d678b921637b6966e765faeefe8579f5fa83f1e2	41032	/home/bfl-pcf/VA Suite/uploads-dev/ad0f9bc4-1e2e-457c-9af0-a98f5f441a99.JPEG
68	n01632777_21235.JPEG	2f286a17011248cfba3926dd24c89349	-1373.443359375000	2011.735888074676	local	general	400	cuda	ok		1cf73c217d036641e652432e6c5a4e3b2be5357cacc309044b6e286148092436	123377	/home/bfl-pcf/VA Suite/uploads-dev/2f286a17-0112-48cf-ba39-26dd24c89349.JPEG
69	n01632777_20631.JPEG	d9a31f8e48884e5fbdf86b4e01e0f15e	-1233.523437500000	1731.895995052779	local	general	400	cuda	ok		76d5601c6298d5a05e3e25edd5b73544884240ca84eec22cf72a98d66ee19fcb	76842	/home/bfl-pcf/VA Suite/uploads-dev/d9a31f8e-4888-4e5f-bdf8-6b4e01e0f15e.JPEG
70	n01632777_1946.JPEG	5c646dbe3cbc4fd8a0f4560fb99d40b9	-1253.678710937500	1772.206559335478	local	general	400	cuda	ok		a47542b4e4047e17545568af1784f7d263e677a4b8ddd3048882030a885828fc	80146	/home/bfl-pcf/VA Suite/uploads-dev/5c646dbe-3cbc-4fd8-a0f4-560fb99d40b9.JPEG
71	n01632777_20441.JPEG	d0b736f2c90b4047abfaf85b0c4ff802	-1407.792114257812	2080.433272002861	local	general	400	cuda	ok		9c72be9fd97c6100863128bb5b6810ec2532bc141ce37197f846091400a18b20	29716	/home/bfl-pcf/VA Suite/uploads-dev/d0b736f2-c90b-4047-abfa-f85b0c4ff802.JPEG
72	n01632777_20003.JPEG	c4fb199c8dff4d06acac9fc12fe6cb76	-1329.504150390625	1923.857599899406	local	general	400	cuda	ok		4c474180458b99e478b8b75c8a25cc0f6527752db8b23f831bef7697bcc28915	54185	/home/bfl-pcf/VA Suite/uploads-dev/c4fb199c-8dff-4d06-acac-9fc12fe6cb76.JPEG
73	n01632777_18981.JPEG	32bbb6fe15914726a8d6702202517cac	-1474.646728515625	2214.142538726461	local	general	400	cuda	ok		5ee10f79cfec6587cbfa81886ce43e43d288207f732ef567aeedafca8c233c97	6884	/home/bfl-pcf/VA Suite/uploads-dev/32bbb6fe-1591-4726-a8d6-702202517cac.JPEG
74	n01632777_18375.JPEG	3f7161618d6d4fc8b77879b919e700c8	-1167.327636718750	1599.504432910122	local	general	400	cuda	ok		5e8e442eaf9188e599ec5889e0af795d3f1b81a7e01f5b91a2c1fa61ff78ac81	69739	/home/bfl-pcf/VA Suite/uploads-dev/3f716161-8d6d-4fc8-b778-79b919e700c8.JPEG
75	n01632777_1816.JPEG	c4ae045754f54b918576ca401e26be94	-1609.030517578125	2482.910089839846	local	general	400	cuda	ok		47200c5ddc8a54f910c866df462285cccfbc1ebc8d04d81c5e9a8df6d8e9a3f5	16824	/home/bfl-pcf/VA Suite/uploads-dev/c4ae0457-54f5-4b91-8576-ca401e26be94.JPEG
76	n01632777_18357.JPEG	b2c71e329be64884ad5560bc3415d8b5	-1405.806030273438	2076.461122134948	local	general	400	cuda	ok		7d113a19fd1e37e4c06877706f98f33596eff0b58f92285546b59880c42d5423	23622	/home/bfl-pcf/VA Suite/uploads-dev/b2c71e32-9be6-4884-ad55-60bc3415d8b5.JPEG
77	n01632777_18014.JPEG	4fa411149e744a90a8fdb2cd0d6d86cf	-1356.056152343750	1976.961533299240	local	general	400	cuda	ok		bd802f64621c68a3bed723dad707ec78846e1244d01896eeec1ca6831724e5d7	36026	/home/bfl-pcf/VA Suite/uploads-dev/4fa41114-9e74-4a90-a8fd-b2cd0d6d86cf.JPEG
78	n01632777_17777.JPEG	6439a8c3b4734cda8d6769944dabbc62	-1354.827514648438	1974.504265450872	local	general	400	cuda	ok		8877ca6be85187eff47c1cee0db135b359501d6bf9a25ad243cc372eb736912e	68483	/home/bfl-pcf/VA Suite/uploads-dev/6439a8c3-b473-4cda-8d67-69944dabbc62.JPEG
79	n01632777_17139.JPEG	09661d8fc2024e30b8b5bf52d5947f87	-1509.479980468750	2283.809078716673	local	general	400	cuda	ok		df85d8d8c4ea1d9241eb194e9b6aaa349e6546b2aeffae67571492a5a0786183	1282394	/home/bfl-pcf/VA Suite/uploads-dev/09661d8f-c202-4e30-b8b5-bf52d5947f87.JPEG
80	n01632777_16995.JPEG	f25e87a349bd493eb39d732ae3719c42	-1280.434814453125	1825.718875683437	local	general	400	cuda	ok		43e20b8bbe1687e6c86fdb1ac57960b837d7a9a060ac5dad2e4f5902d64e029a	32229	/home/bfl-pcf/VA Suite/uploads-dev/f25e87a3-49bd-493e-b39d-732ae3719c42.JPEG
81	n01632777_17113.JPEG	842a86afd51d4363822528709453259d	-1526.990234375000	2318.829694544023	local	general	400	cuda	ok		f4733bb685d7d118f1e16ab6d5ae1922ece23c4c3fbc761c37e8d46381f0cc33	33722	/home/bfl-pcf/VA Suite/uploads-dev/842a86af-d51d-4363-8225-28709453259d.JPEG
82	n01632777_16836.JPEG	344d0488b4c1481f9507b8c1b3393d6a	-1636.974975585938	2538.799130071478	local	general	400	cuda	ok		f3ee7288d0d7668c92d014d31292de3de9916e4ee6087662a1f3914c4ba40294	233727	/home/bfl-pcf/VA Suite/uploads-dev/344d0488-b4c1-481f-9507-b8c1b3393d6a.JPEG
